timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1553844202344,232800,166991,153154,95246,92768,152677,1726149,1237747,1,32
1553844203352,77933,4962,16647,36356,19734,8681,1221689,95386,1,32
1553844204337,13125,52555,6706,13333,8003,18122,696290,213985,1,32
1553844205338,1705,7328,7571,4223,1189,2589,361674,76549,1,32
1553844206336,11008,1600,11875,23161,2417,7548,42088,37224,1,32
1553844207323,9973,12446,63596,5154,1940,6398,11003,7075,1,32
1553844208325,2747,1927,3713,6993,2422,1169,69480,12536,1,32
1553844209307,8762,7887,15895,10543,3917,7015,5155,4641,1,32
1553844210290,3270,3856,2646,3157,1244,1073,33868,27545,1,32
1553844211289,8413,8099,9722,16325,3484,4118,22584,17155,1,32
1553844212293,8283,1684,9564,4056,1228,2548,7680,13241,1,32
1553844213301,11040,6951,20654,4312,1750,1564,14532,8216,1,32
1553844214293,15250,19254,5938,10205,4154,3316,22958,14583,1,32
1553844215278,439,1678,1404,3312,300,485,186859,20928,1,32
1553844216268,10681,7562,25179,20793,4831,4662,25201,20545,1,32
1553844217280,3166,30849,12684,5215,2543,6332,3413,20138,1,32
1553844218262,4194,11920,8285,9847,1567,2610,13961,8834,1,32
1553844219250,16730,15054,10406,3090,2217,2828,3479,3218,1,32
1553844220251,4381,28664,9734,9804,6531,9668,21351,23122,1,32
1553844221259,33141,13689,18307,8672,10894,4262,56206,32580,1,32
1553844222254,7655,26908,11889,14478,8900,4656,23580,91098,1,32
1553844223250,6054,6427,3964,6688,1832,1315,97815,34003,1,32
1553844224227,11518,8992,36499,13268,3932,4641,12834,6034,1,32
1553844225237,6424,14289,13481,11518,4827,4997,10054,7646,1,32
1553844226224,12958,4358,8133,17634,3413,6055,32391,11040,1,32
1553844227220,3300,33101,15841,17932,1878,1233,54531,54482,1,32
1553844228204,17494,22262,14233,19477,2572,7640,216317,55280,1,32
1553844229212,1438,5949,9282,11646,1857,1929,16424,21545,1,32
1553844230194,18053,15910,14373,9096,2791,5336,11684,43154,1,32
1553844231209,6486,2063,3832,3145,1188,710,14346,6062,1,32
1553844232184,11198,5454,5729,12273,3455,5927,28050,33342,1,32
1553844233194,6863,14526,18663,5103,6260,11508,227874,102277,1,32
1553844234199,10895,22009,11977,7659,2478,5551,13173,9896,1,32
1553844235166,1314,4623,2865,1111,1458,1832,295046,10615,1,32
1553844236177,11732,10621,22521,7394,2390,5807,39024,22786,1,32
1553844237164,6983,11007,10517,4976,6152,3316,16356,11041,1,32
1553844238147,4174,6200,20674,9530,1352,3264,9132,18653,1,32
1553844239164,6462,3576,19700,9300,9853,5439,13472,19272,1,32
1553844240168,5124,13665,4967,7728,2798,2030,6020,11719,1,32
1553844241148,1502,3403,1866,7779,1188,958,71080,35436,1,32
1553844242150,18038,6356,12813,8848,12880,7366,138460,28825,1,32
1553844243135,1682,1688,9385,10634,851,3287,36183,7486,1,32
1553844244115,11728,5617,3816,1859,927,1406,62836,22359,1,32
1553844245137,14405,5520,11738,27606,3898,2272,2275,28525,1,32
1553844246124,6465,5943,5786,6102,1175,4259,72849,39813,1,32
1553844247102,6760,15827,8254,6879,3776,7723,234060,57554,1,32
1553844248122,33212,9265,19825,34642,2347,13480,221977,36674,1,32
1553844249106,52564,7087,16967,54337,4044,16842,9648,11805,1,32
1553844250096,6929,58964,31327,16580,11073,17502,1357793,99714,1,32
1553844251106,39229,36066,19259,21169,6882,13595,2047456,125055,1,32
1553844252074,20021,26060,10287,9618,3717,5989,40979,17990,1,32
1553844253092,11408,3804,4361,5605,1554,777,44402,9684,1,32
1553844254096,49453,6558,16331,7926,17374,8052,48332,61434,1,32
1553844255076,13854,36733,27154,17270,4227,6522,157525,35181,1,32
1553844256063,5840,14244,3429,2157,2174,3845,27391,9940,1,32
1553844257076,856,5035,1028,1633,1248,984,67887,17805,1,32
1553844258049,13163,10900,33714,14969,5677,3363,134091,128309,1,32
1553844259056,7853,5171,2720,1770,1533,1737,415520,109544,1,32
1553844260066,11511,24418,5634,10717,4576,4197,422272,28704,1,32
1553844261045,11612,25307,20278,8978,5720,7008,528749,60022,1,32
1553844262031,3538,13819,38446,16991,5899,24271,53154,38417,1,32
1553844263056,21685,14389,18979,11158,5759,33438,189315,73472,1,32
1553844264017,79769,18681,18834,19456,7487,14254,1473375,337855,1,32
1553844265029,40253,48274,51450,69228,19359,44339,1085376,769881,1,32
1553844266021,39653,38098,18565,17789,15660,15827,1560420,162349,1,32
1553844267019,1562,2814,2709,1697,2071,3768,71701,18266,1,32
1553844268019,12892,17982,7343,11799,2158,3097,193548,73010,1,32
1553844268994,5939,4843,4632,10622,2042,8476,206779,30450,1,32
1553844270004,16312,13462,3434,3296,3552,3565,313061,69680,1,32
1553844271010,41887,28004,49981,25068,24628,39056,2776386,168748,1,32
1553844271970,7276,16528,37167,16093,14637,51292,290645,22433,1,32
1553844272971,5278,1321,6585,2703,4718,3438,203561,22558,1,32
1553844273975,3241,2147,6240,8027,2889,3822,380201,13322,1,32
1553844274963,9215,11910,3117,3927,2720,3865,198403,100073,1,32
1553844275975,11360,11109,7611,25191,12438,23876,2698669,197580,1,32
1553844276981,19813,63301,25168,17787,16284,22459,579257,724014,1,32
1553844277958,13787,1262,9718,4666,3263,6200,334320,8298,1,32
1553844278945,14094,18896,42234,13694,12761,11466,225115,61321,1,32
1553844279963,53063,13313,8316,17731,13410,11262,1147324,155064,1,32
1553844280977,5291,78223,17767,16227,15811,9284,1411136,88281,1,32
1553844281932,2824,1898,8217,11055,2084,1542,46010,10808,1,32
1553844282934,135048,17486,106018,112314,30387,50369,721532,1043619,1,32
1553844283921,2569,4655,3233,1666,1986,1749,34388,20929,1,32
1553844284938,63326,272590,48343,83503,19639,47658,1264473,363166,1,32
1553844285917,16634,34624,38841,30367,17334,44401,930861,497660,1,32
1553844286916,52999,61650,43253,23647,13030,20462,2444708,192248,1,32
1553844287919,8072,34112,14917,10747,1663,4716,572763,50667,1,32
1553844288901,1390,2185,6972,13149,2495,3810,82409,194981,1,32
1553844289891,1021,4545,7445,3251,5936,5360,66162,55675,1,32
1553844290898,21306,25228,26078,18212,13616,14427,891031,184311,1,32
1553844291871,27213,28535,18583,17678,16668,32988,371570,66342,1,32
1553844292888,15090,23040,17249,11185,6415,9045,279327,90269,1,32
1553844293892,4563,5828,9449,9849,4418,5017,73805,23507,1,32
1553844294873,28003,2663,17085,14806,9562,20765,720261,72784,1,32
1553844295875,5807,14330,14324,20260,4124,7522,287713,120479,1,32
1553844296874,48963,59197,9833,25323,10780,6013,624107,361191,1,32
1553844297859,5256,20410,15036,14244,6023,10444,155317,77057,1,32
1553844298854,12320,10219,21842,28971,10382,10386,745191,95052,1,32
1553844299860,13978,12751,47312,12789,9123,26600,823219,180858,1,32
1553844300832,15620,4605,15978,16209,11558,8307,20770,5221,1,32
1553844301846,23979,3864,19674,15094,9447,5700,41392,50389,1,32
1553844302829,41384,83254,67556,47474,31136,53972,1338791,382515,1,32
1553844303830,6246,11348,3867,7502,3429,3119,467315,42989,1,32
1553844304811,31493,24008,13790,8370,3502,7327,1318900,125991,1,32
1553844305820,7463,7387,17631,16280,14774,8240,2121665,105515,1,32
1553844306840,10959,379,2657,2890,1815,2427,37020,12896,1,32
1553844307808,4167,60014,21666,16350,7934,27456,508326,35949,1,32
1553844308783,14806,34233,17404,9474,12001,9830,193820,313367,1,32
1553844309792,23904,14055,18895,16800,7292,18614,787478,45202,1,32
1553844310804,22818,4193,8337,5063,2300,3682,96426,18927,1,32
1553844311771,24440,40472,17028,50662,15028,9344,437213,57859,1,32
1553844312769,12733,16660,35567,36118,32903,41773,1334884,218558,1,32
1553844313791,159491,144260,138065,129891,90725,127632,1948701,993210,1,32
1553844314755,19721,33026,7943,12820,3468,12168,1259165,92100,1,32
1553844315772,503,480,535,1008,611,1603,17317,2775,1,32
1553844316774,8083,35499,58863,42107,11733,24257,1565548,293367,1,32
1553844317757,23575,52697,29163,61788,6254,24618,211968,228073,1,32
1553844318742,11433,46335,5228,4133,1794,5768,2034256,29072,1,32
1553844319758,8692,6021,6312,8110,2074,2409,193420,14044,1,32
1553844320735,6816,18681,17372,13585,3976,7299,79911,17766,1,32
1553844321727,6989,15256,11877,7099,3885,2234,198303,28153,1,32
1553844322745,3303,2077,8952,6222,3997,3025,34605,22586,1,32
1553844323714,4552,3359,5251,1397,1565,1899,113283,2210,1,32
1553844324729,11909,5021,7938,4342,1668,5157,18660,8048,1,32
1553844325709,11320,39170,30004,10743,9649,13761,1902452,61622,1,32
1553844326698,7596,22873,13427,4170,7919,11677,300118,47257,1,32
1553844327702,20946,16332,51084,23142,24734,18503,2153005,252626,1,32
1553844328699,10891,54066,5396,6706,9773,18608,673212,70754,1,32
1553844329703,689,2708,2583,2721,1944,4959,85698,11910,1,32
1553844330700,10842,9262,3957,5195,3516,3121,86624,13338,1,32
1553844331666,12818,7930,13450,13308,6925,8302,71120,29264,1,32
1553844332670,7930,15240,19793,4985,13122,21085,170411,25080,1,32
1553844333668,1498,9556,8160,16062,7265,7522,788689,59795,1,32
1553844334673,24028,21161,11994,11812,10741,15623,524921,118537,1,32
1553844335675,8420,43670,2813,7409,5614,6474,393523,38880,1,32
1553844336676,38963,41373,24773,44284,22841,39060,2331926,639446,1,32
1553844337638,787,16552,6219,6869,5203,4941,581506,38004,1,32
1553844338662,4973,9327,6972,7182,2421,4582,325566,124617,1,32
1553844339657,32679,8721,21727,13523,10188,11167,52997,30551,1,32
1553844340642,52264,174402,18616,48925,32332,114456,303023,223495,1,32
1553844341643,7822,31617,23265,7713,8019,4333,479677,49439,1,32
1553844342645,68060,46227,47666,36039,6129,22837,906112,160393,1,32
1553844343610,11810,6599,22391,15440,11845,23561,74567,89829,1,32
1553844344637,63549,33866,20061,18707,6371,19000,375507,136757,1,32
1553844345625,24797,10393,18673,13384,7591,12012,59470,42349,1,32
1553844346615,16526,22333,50159,29974,12109,7253,1949486,76304,1,32
1553844347593,5921,7060,5616,9986,2965,3036,97632,14343,1,32
1553844348582,36127,10990,15533,16681,13812,13288,177262,63058,1,32
1553844349583,17848,15787,18888,14231,11972,9556,117724,11763,1,32
1553844350601,23600,37287,11611,16992,11804,5984,251175,112609,1,32
1553844351570,3918,77296,45556,28896,19138,13779,236867,170394,1,32
1553844352567,5750,1675,2148,3112,3409,6629,28489,19337,1,32
1553844353577,7546,11083,13800,14540,5019,4461,627294,184767,1,32
1553844354552,21692,8318,17450,24871,3968,12057,315018,41389,1,32
1553844355561,233327,33682,33147,47085,42653,74534,2084638,118490,1,32
1553844356552,13386,43392,73789,11138,21144,41923,758146,89503,1,32
1553844357540,2451,8572,2268,2318,2714,3028,74819,3359,1,32
1553844358557,23549,22627,6190,5297,4846,11550,574231,76082,1,32
1553844359562,1300,8354,9908,1918,3178,2522,242931,41513,1,32
1553844360529,8750,17137,11841,6350,3999,14632,603417,105218,1,32
1553844361526,10301,38346,9474,5899,2816,3887,424916,58413,1,32
1553844362528,3645,40093,17744,15231,6507,23168,1869491,110230,1,32
1553844363508,4787,849,1726,4644,659,2503,257814,25421,1,32
1553844364526,2374,16097,7803,7180,4051,7089,174207,44543,1,32
1553844365533,1121,4349,2652,2254,1350,1453,34975,13667,1,32
1553844366512,60452,76881,66410,82999,14213,26695,623029,379967,1,32
1553844367512,13869,2726,4532,4211,2779,3921,682093,9824,1,32
1553844368481,10532,4866,14138,17293,6773,9506,188994,102256,1,32
1553844369500,51192,87622,51278,87743,11652,44145,421209,78045,1,32
1553844370481,31946,34849,32135,32118,16438,16552,966063,354211,1,32
1553844371483,1751,1908,2684,2590,2494,2339,106995,58176,1,32
1553844372467,10538,13788,8709,11969,6841,8849,849654,67478,1,32
1553844373482,17407,17582,10233,7811,5519,21864,1848024,80141,1,32
1553844374462,13853,8992,11099,2730,1053,4935,13721,7671,1,32
1553844375469,33751,6852,24493,28256,7321,13118,331888,63379,1,32
1553844376471,127651,89223,29349,41796,7671,13898,791674,237469,1,32
1553844377452,47084,32844,12496,8355,13709,19102,1248585,50074,1,32
1553844378456,6937,4157,3467,2472,1022,2777,180202,48363,1,32
1553844379439,30140,85252,51169,30140,18739,34675,1284863,81771,1,32
1553844380446,11542,5507,5769,11917,4937,7295,811718,39270,1,32
1553844381453,3414,2482,3854,5495,2745,2114,94585,37943,1,32
1553844382442,6543,4076,6892,10597,7631,11862,1116200,6720,1,32
1553844383426,2223,1686,1912,4407,530,1473,46760,21613,1,32
1553844384410,8462,15507,36426,55207,12324,25751,140531,17200,1,32
1553844385406,9433,9065,20449,20356,16834,58655,8429,18346,1,32
1553844386412,5864,23086,24510,45439,22587,47489,128507,29289,1,32
1553844387415,7926,24016,11119,32353,4044,8602,1004465,129348,1,32
1553844388377,3431,5581,6588,3756,758,1337,68419,16807,1,32
1553844389398,12147,14214,22274,14186,6193,7416,49067,10355,1,32
1553844390396,20136,28573,42983,22304,26850,42100,1674793,154000,1,32
1553844391364,28593,86418,32542,22878,20663,27299,229922,154873,1,32
1553844392386,6867,7076,24372,11491,23916,58485,332147,83564,1,32
1553844393388,9049,4138,11040,2783,5675,6757,65304,13837,1,32
1553844394366,46697,18716,31333,53410,33754,17749,191128,594220,1,32
1553844395369,26270,5621,22268,17874,12660,17830,429298,105474,1,32
1553844396374,7222,15625,34698,7922,6383,16591,17896,35671,1,32
1553844397334,14560,21394,12900,5281,3788,4252,135596,42521,1,32
1553844398353,3452,21681,5402,7171,2817,3111,94807,10218,1,32
1553844399357,53877,64389,50741,39367,16545,22066,77035,79267,1,32
1553844400337,13852,10097,9820,5336,2695,5043,609835,64416,1,32
1553844401337,11238,6388,14968,30164,10816,13827,5113,33350,1,32
1553844402326,4731,8986,7849,10825,1780,3000,185578,40775,1,32
1553844403331,48877,146236,36399,24394,18002,29020,2345718,232838,1,32
1553844404326,2792,1967,2917,2273,767,1874,67437,15276,1,32
1553844405312,16261,10796,12635,13880,1824,5745,45674,15499,1,32
1553844406297,26740,32105,10559,11059,5331,5093,143604,146086,1,32
1553844407310,13588,6199,7455,6363,2114,5689,875548,16281,1,32
1553844408277,21773,26240,26501,10940,19826,33916,70375,33558,1,32
1553844409282,7575,18894,101077,26368,15261,51746,308793,196624,1,32
1553844410299,30768,7958,28302,32759,4958,13224,75579,24028,1,32
1553844411279,7003,15950,6660,2774,3876,2847,244416,56504,1,32
1553844412264,2403,6037,854,3031,174,144,42835,6426,1,32
1553844413270,46064,40045,26435,24542,8909,14894,352227,220630,1,32
1553844414266,10775,53165,8608,3810,4242,14180,73300,58878,1,32
1553844415265,36551,56324,57048,16505,21858,55271,666210,213478,1,32
1553844416270,24298,16211,34538,20848,11956,18521,71908,12040,1,32
1553844417237,93969,66077,55281,33734,13572,28830,2291723,375857,1,32
1553844418252,6058,1035,3081,720,752,1610,283911,12415,1,32
1553844419253,63574,14917,37334,16063,9754,16253,753217,58840,1,32
1553844420238,31091,55008,47153,20645,8590,26230,2920234,577397,1,32
1553844421242,24019,135989,21492,28619,30502,8918,111301,226444,1,32
1553844422240,12524,34463,26618,12837,2814,2026,162207,49986,1,32
1553844423207,10464,2196,11906,10548,4453,5284,12555,13414,1,32
1553844424224,8444,12017,23826,10954,1908,959,7027,7393,1,32
1553844425224,16188,3827,11612,7262,4813,2217,4415,9252,1,32
1553844426208,7170,4559,30806,5181,2706,2932,6326,7681,1,32
1553844427212,7458,9449,12944,6612,1036,5896,91260,71196,1,32
1553844428180,6756,1255,3475,2618,1354,3131,1441945,21804,1,32
1553844429196,47572,30281,27355,19698,14672,30962,625681,135385,1,32
1553844430182,10964,4935,17560,10635,2700,3307,539682,52469,1,32
1553844431161,7321,8719,15524,15415,1965,6726,19433,16045,1,32
1553844432167,8310,8883,75545,6223,1157,4605,8581,15594,1,32
1553844433170,4360,6443,4163,4971,1174,1189,188660,20381,1,32
1553844434162,14163,4727,21516,14929,2375,2924,36135,16747,1,32
1553844435150,10202,14398,16575,10580,2267,3316,6947,14815,1,32
1553844436169,15974,16391,8911,29592,2297,2615,5180,13495,1,32
1553844437143,4671,12158,18480,12757,4472,4351,1233,4699,1,32
1553844438155,1498,3815,3487,1222,336,1014,49904,19171,1,32
1553844439136,4226,2806,24247,22096,1468,1456,10346,5355,1,32
1553844440117,2148,5191,4404,2026,766,526,26974,11350,1,32
1553844441136,5301,3588,10379,6064,808,2729,9095,30608,1,32
1553844442122,9991,7677,7152,9249,1833,4313,12964,11883,1,32
1553844443111,21593,3887,9315,11066,1895,2713,5672,5649,1,32
1553844444123,6210,3822,2322,5557,674,1665,24027,15657,1,32
1553844445130,11990,10014,19889,4968,1167,2517,5662,13766,1,32
1553844446096,7154,1013,11214,21925,1403,1662,97696,22803,1,32
1553844447089,16449,15867,18557,17205,6008,3602,57660,14506,1,32
1553844448092,16489,16240,9104,12542,1802,4132,43121,20263,1,32
1553844449080,10905,2282,22838,6008,1571,2572,43008,84693,1,32
1553844450094,48288,24781,29948,27220,3064,9494,136363,56158,1,32
1553844451076,18265,8872,18782,17783,3342,2751,66817,55977,1,32
1553844452080,7910,5550,20068,14839,5391,10015,7464,10933,1,32
1553844453064,8447,1740,15738,19373,5161,10053,14891,47718,1,32
1553844454061,6891,18278,12164,4512,3458,5588,2406,9506,1,32
1553844455058,4877,2464,17651,5688,7488,6501,10384,19808,1,32
1553844456068,17820,8002,14266,11909,7418,15412,1626470,81346,1,32
1553844457031,3955,7034,3732,11858,3344,2311,22617,8338,1,32
1553844458032,7528,8779,16053,13686,17620,11890,376248,80564,1,32
1553844459050,2080,7472,3259,3778,2312,1300,117245,22391,1,32
1553844460034,3956,1486,6977,2801,5149,5603,45348,2035,1,32
1553844461020,40016,27321,57095,27666,29349,24756,712644,103381,1,32
1553844462016,17381,102427,25127,23702,7951,42947,877896,563006,1,32
1553844463003,4430,3938,14289,4116,4292,5050,111341,57686,1,32
1553844464020,26242,5052,39187,9892,7749,37441,963351,100679,1,32
1553844465021,9727,12004,7398,2329,4037,4632,254742,37648,1,32
1553844465988,18000,24317,10242,18178,2221,35138,370588,118987,1,32
1553844466992,4013,6900,7205,6167,4559,4699,820348,63181,1,32
1553844467987,17265,1274,5515,4813,2147,3001,93520,81573,1,32
1553844468990,7151,2006,6001,5836,1997,9053,450405,15141,1,32
1553844469993,2155,14845,6911,7763,3956,6944,296775,62470,1,32
1553844470975,3571,26124,11421,11168,15106,12159,936917,79691,1,32
1553844471980,16594,20196,9147,2312,5478,5804,445310,139748,1,32
1553844472980,7282,27186,14530,3226,2902,20393,368834,43499,1,32
1553844473971,3930,12843,5960,8457,4669,6457,292825,30309,1,32
1553844474948,51163,66288,36077,81969,34666,47437,1169261,445945,1,32
1553844475961,99156,19215,32171,26926,7881,23832,1252257,115051,1,32
1553844476945,8421,99709,26324,31784,6419,12687,398923,75616,1,32
1553844477942,25577,12467,33278,78563,3978,15725,404645,43466,1,32
1553844478933,62550,24978,41020,65262,10592,9475,168879,99404,1,32
1553844479933,22393,10687,10068,13457,8307,18210,624023,51002,1,32
1553844480917,6455,6885,8866,7811,4365,7891,334205,135191,1,32
1553844481940,75988,174396,90921,39887,23080,26308,610064,500152,1,32
1553844482919,2369,5341,2272,1756,1095,759,569299,5331,1,32
1553844483919,2337,6015,8344,2594,5153,7817,636994,14227,1,32
1553844484901,83268,66427,74706,54249,17845,44332,1334024,422505,1,32
1553844485902,12414,26690,29765,32474,15706,10817,26440,64700,1,32
1553844486905,3318,11676,9475,17181,1234,5851,175508,105216,1,32
1553844487890,2398,4098,1764,2422,1425,1481,696730,13242,1,32
1553844488896,3363,3476,3502,1122,1318,1366,167158,12662,1,32
1553844489890,1209,11132,4497,3777,4252,2717,62510,23029,1,32
1553844490903,3598,158558,33624,17453,9340,24248,2074085,515768,1,32
1553844491859,13651,15227,5329,8595,5179,13062,369571,168288,1,32
1553844492873,73867,427337,53773,29892,44169,42553,1362789,931985,1,32
1553844493843,5649,12843,4551,8880,1498,7872,388207,33436,1,32
1553844494854,14768,19506,28622,34340,8162,14764,522826,168514,1,32
1553844495845,73002,131133,46154,64986,30165,55785,1063571,219797,1,32
1553844496829,109728,40660,80847,17788,41451,128104,1971698,582086,1,32
1553844497831,35725,2889,33461,31716,12227,27062,867716,170457,1,32
1553844498846,32748,83225,39919,51437,21347,14087,1906652,238977,1,32
1553844499815,65463,119911,26851,20573,37525,60100,1787534,216366,1,32
1553844500817,11939,9540,7433,30224,5218,14827,439035,72204,1,32
1553844501818,2347,19211,5839,10457,3371,2797,637337,74477,1,32
1553844502802,2756,1957,6747,3841,919,2253,218145,24388,1,32
1553844503818,19711,51832,14533,16488,4690,7553,502486,25741,1,32
1553844504818,181654,255627,89425,21943,11689,27200,754392,175890,1,32
1553844505784,1105,7497,5786,22601,3486,14754,140586,21653,1,32
1553844506803,15709,3900,4268,4434,4857,6835,102303,26976,1,32
1553844507787,12593,14283,14972,18196,12630,14458,484843,27072,1,32
1553844508787,11042,7564,5169,9409,1949,6483,133549,52114,1,32
1553844509773,33403,30862,43047,68448,9207,31378,272714,81686,1,32
1553844510770,23836,12464,43860,24711,11784,49565,1248489,278695,1,32
1553844511775,168507,308777,53435,75264,16570,40853,362792,403707,1,32
1553844512776,20518,5908,24243,8750,14656,3541,108385,101807,1,32
1553844513759,11325,112660,41254,24837,11979,31193,865743,105267,1,32
1553844514742,34389,46450,21779,86197,21615,21820,435809,101218,1,32
1553844515759,7707,15395,8541,3662,3336,5159,45000,41275,1,32
1553844516730,69535,46493,24351,52883,15756,33674,789885,88234,1,32
1553844517745,1871,22441,6783,11999,5307,7678,813819,57575,1,32
1553844518747,5373,5389,16339,6898,3082,7744,459224,56556,1,32
1553844519727,1061,8206,18642,4524,3285,6122,152817,57749,1,32
1553844520734,11231,20891,53164,7661,11872,14930,1703930,102972,1,32
1553844521739,2305,3518,9627,3804,2654,2397,109236,22748,1,32
1553844522702,51582,73595,35952,12703,29109,18226,1569465,115503,1,32
1553844523706,39623,89153,27335,23722,46711,40923,140712,104902,1,32
1553844524697,35169,14441,12325,15551,9603,13740,622262,23707,1,32
1553844525687,5793,38843,22244,7963,6195,9334,127471,108181,1,32
1553844526703,9331,1804,5785,6280,2039,5806,391425,9365,1,32
1553844527678,8842,40952,17576,74389,27791,22266,506901,397719,1,32
1553844528689,41186,14103,37039,54520,30672,50022,1554791,279752,1,32
1553844529689,101066,231123,62147,35338,17965,29193,966643,293434,1,32
1553844530670,26088,34548,11128,25007,7538,8560,227907,59338,1,32
1553844531657,6995,7979,3615,14749,4854,4612,250733,82498,1,32
1553844532665,19087,14833,20397,5261,15722,10343,113476,63486,1,32
1553844533640,1280,916,1603,897,640,753,91128,4498,1,32
1553844534646,2112,13010,6546,5618,1422,1992,71498,31344,1,32
1553844535659,19571,33780,15609,35811,9715,5929,389698,41633,1,32
1553844536642,26540,33265,36496,52419,5812,15370,286970,33721,1,32
1553844537628,56282,96459,23850,12016,12603,44093,1715545,105801,1,32
1553844538643,9410,3392,12838,32188,3168,8000,704613,45855,1,32
1553844539615,67576,191464,79679,101699,73749,123126,1343551,987488,1,32
1553844540620,15847,12844,12231,6588,6911,8881,698818,47812,1,32
1553844541637,5363,15637,4856,5244,1962,5543,180366,127890,1,32
1553844542603,1064,108,1636,1702,1787,2152,130364,2447,1,32
1553844543615,24254,5693,48052,50113,9253,14416,11724,17474,1,32
1553844544600,49100,49379,27879,27463,53166,32441,1197524,104846,1,32
1553844545601,7540,4890,10423,4295,3875,6795,75587,23684,1,32
1553844546583,10170,22036,40422,27288,9129,26965,71634,163581,1,32
1553844547587,23260,16055,21973,28129,13630,11010,122051,14834,1,32
1553844548585,35225,19087,27796,36665,12394,13534,71555,16364,1,32
1553844549577,6380,21137,12264,18393,2404,4962,160307,28335,1,32
1553844550555,6529,5932,7996,6920,2947,5850,17869,13819,1,32
1553844551556,23673,11812,34247,32013,10695,14482,12757,19796,1,32
1553844552561,5155,8733,10764,5588,5110,3168,90164,121404,1,32
1553844553562,9072,6076,6898,15649,3393,3883,117453,19691,1,32
1553844554562,7279,3699,4001,6776,837,813,70259,5969,1,32
1553844555555,20796,8050,23510,8621,3733,9330,10668,1667,1,32
1553844556524,2748,5628,11740,18746,5643,4146,13330,11279,1,32
1553844557541,6015,23732,8577,3366,3361,3945,5144,22567,1,32
1553844558544,5745,48061,15848,9721,2358,2210,54898,25436,1,32
1553844559525,160272,51869,95754,149587,79564,29918,1099712,281186,1,32
1553844560521,6224,2015,16667,3207,4905,6972,188481,16988,1,32
1553844561530,17759,1255,15567,41795,18239,36350,72059,33558,1,32
1553844562514,12417,20375,46552,25477,11730,60254,492639,150066,1,32
1553844563503,14174,90643,50648,17622,27069,38044,1305925,483037,1,32
1553844564512,5060,4634,8272,6802,3636,18444,71136,36217,1,32
1553844565500,3588,2816,2093,3178,1157,1229,116809,20618,1,32
1553844566499,5086,22579,7747,5284,2929,3758,26236,28522,1,32
1553844567484,8440,5778,5732,14324,1095,2558,1320635,18013,1,32
1553844568484,11320,12441,12347,5965,3962,7602,70656,51753,1,32
1553844569488,8749,8952,13301,10242,7433,6856,150461,68042,1,32
1553844570479,24360,35566,14999,23040,11098,13494,89787,69357,1,32
1553844571472,14724,2513,12670,14435,6618,3954,25474,6349,1,32
1553844572453,9600,52839,19263,26081,13487,25215,1271153,147223,1,32
1553844573437,19848,17156,38350,33243,5862,10548,313744,138984,1,32
1553844574440,17712,18920,27175,42757,5314,3959,33663,62540,1,32
1553844575459,6070,770,19330,20481,3279,1762,3800,15026,1,32
1553844576439,2498,14036,6952,11733,3714,5151,36101,13842,1,32
1553844577425,63414,162967,74784,31577,26241,21050,372025,342151,1,32
1553844578424,32854,11524,22021,6752,18083,15221,104547,149333,1,32
1553844579409,11941,89795,40949,25007,27456,57384,907193,517578,1,32
1553844580410,2561,1659,10425,8311,4421,27682,6733,3156,1,32
1553844581415,27506,70016,47192,26402,25026,52077,597028,371788,1,32
1553844582393,5032,10648,7835,6829,7489,4188,136333,52383,1,32
1553844583402,1663,1160,1395,3758,660,816,38297,12384,1,32
1553844584419,64844,128088,92644,52121,19560,21673,1636406,425487,1,32
1553844585396,26335,116931,63260,40425,30302,35971,2138684,116876,1,32
1553844586380,19055,3714,28361,20515,9139,40512,14099,18496,1,32
1553844587364,1060,27755,6077,5775,3210,6701,79004,41457,1,32
1553844588384,7838,5660,11013,11544,5668,7781,336834,228757,1,32
1553844589403,6194,1201,985,1373,1034,850,83199,34290,1,32
1553844590352,4856,3928,43093,12565,8493,13893,8331,16280,1,32
1553844591354,10764,11004,21880,31439,10477,6325,13864,34197,1,32
1553844592359,18644,18980,4507,13873,2463,1872,201811,85310,1,32
1553844593354,85748,87148,22316,40569,7292,14562,769763,305845,1,32
1553844594336,4981,17453,35564,32816,4059,10200,32862,44003,1,32
1553844595339,85499,179917,24925,50847,9145,10631,959515,203457,1,32
1553844596338,4743,26324,4203,3493,2435,4921,99020,50468,1,32
1553844597344,2244,3361,4003,10801,2232,2585,170355,23093,1,32
1553844598325,26951,24808,44393,20857,5208,6884,69267,59320,1,32
1553844599308,2326,4551,1561,4340,1136,1182,277775,18780,1,32
1553844600324,3825,3926,12290,4275,5629,4944,308604,45664,1,32
1553844601325,8306,364,13580,17407,2083,7433,27023,10986,1,32
1553844602301,6271,24418,3700,4218,2427,945,61971,29213,1,32
1553844603294,11846,7146,4680,5051,402,1677,65440,61269,1,32
1553844604314,10155,12854,8181,1067,6158,4242,22437,31503,1,32
1553844605278,8931,6547,17517,4692,3947,5218,59293,20593,1,32
1553844606297,5047,23312,6679,5188,2682,1502,106352,29617,1,32
1553844607282,7152,7654,34542,23601,2973,2925,7240,4131,1,32
1553844608265,18697,17345,31551,8862,4279,4337,173942,38727,1,32
